
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
42,Elton Brand,PF,6-8,275,March 11 1979,7,Duke University
19,Sam Cassell,PG,6-3,185,November 18 1969,13,Florida State University
21,Doug Christie,SG,6-6,200,May 9 1970,14,Pepperdine University
10,Will Conroy,PG,6-2,195,December 8 1982,R,University of Washington
40,Paul Davis,C,6-11,270,July 21 1984,R,Michigan State University
3,Daniel Ewing,PG,6-3,185,March 26 1983,1,Duke University
1,Jason Hart,PG,6-3,185,April 29 1978,5,Syracuse University
7,Luke Jackson,SF,6-7,215,November 6 1981,2,University of Oregon
35,Chris Kaman,C,7-0,265,April 28 1982,3,Central Michigan University
8,Yaroslav Korolev,SF,6-9,203,May 7 1987,1,
14,Shaun Livingston,PG,6-7,182,September 11 1985,2,
50,Corey Maggette,SF,6-6,218,November 12 1979,7,Duke University
5,Cuttino Mobley,SG,6-4,190,September 1 1975,8,University of Rhode Island
13,Quinton Ross,SG,6-6,195,April 30 1981,2,Southern Methodist University
15,James Singleton,PF,6-8,216,July 20 1981,1,Murray State University
2,Tim Thomas,PF,6-10,230,February 26 1977,9,Villanova University
22,Von Wafer,SF,6-5,210,July 21 1985,1,Florida State University
34,Aaron Williams,PF,6-9,220,October 2 1971,12,Xavier University
24,Alvin Williams,PG,6-5,185,August 6 1974,8,Villanova University
