
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
7,Anthony Carter,PG,6-1,190,June 16 1975,5,University of Hawaii
19,Sam Cassell,PG,6-3,185,November 18 1969,11,Florida State University
44,Ndudi Ebi,SG,6-9,200,June 18 1984,1,
21,Kevin Garnett,PF,6-11,240,May 19 1976,9,
41,Eddie Griffin,PF,6-10,220,May 30 1982,2,Seton Hall University
23,Trenton Hassell,SG,6-5,200,March 4 1979,3,Austin Peay State University
32,Fred Hoiberg,SG,6-4,203,October 15 1972,9,Iowa State University
16,Troy Hudson,PG,6-1,170,March 13 1976,7,Southern Illinois University
40,Ervin Johnson,C,6-11,245,December 21 1967,11,University of New Orleans
35,Mark Madsen,C,6-9,240,January 28 1976,4,Stanford University
34,Michael Olowokandi,C,7-0,269,April 3 1975,6,University of the Pacific
8,Latrell Sprewell,SF,6-5,190,September 8 1970,12,University of Alabama
10,Wally Szczerbiak,SF,6-7,244,March 5 1977,5,Miami University
12,John Thomas,C,6-9,265,September 8 1975,3,University of Minnesota
