
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
52,Calvin Booth,C,6-11,230,May 7 1976,9,Pennsylvania State University
22,Corey Brewer,SF,6-9,186,March 5 1986,1,University of Florida
1,Bobby Brown,PG,6-2,175,September 24 1984,R,California State University Fullerton
14,Brian Cardinal,PF,6-8,245,May 2 1977,8,Purdue University
10,Rodney Carney,SG,6-7,205,April 15 1984,2,University of Memphis
34,Jason Collins,C,7-0,255,December 2 1978,7,Stanford University
4,Randy Foye,SG,6-4,213,September 24 1983,2,Villanova University
8,Ryan Gomes,SF,6-7,250,September 1 1982,3,Providence College
25,Al Jefferson,C,6-10,289,January 4 1985,4,
42,Kevin Love,C,6-10,251,September 7 1988,R,University of California Los Angeles
35,Mark Madsen,C,6-9,240,January 28 1976,8,Stanford University
1,Rashad McCants,SG,6-4,207,September 25 1984,3,University of North Carolina
33,Mike Miller,SF,6-8,218,February 19 1980,8,University of Florida
12,Kevin Ollie,PG,6-4,195,December 27 1972,11,University of Connecticut
5,Craig Smith,PF,6-7,250,November 10 1983,2,Boston College
3,Sebastian Telfair,PG,6-0,165,June 9 1985,4,
23,Shelden Williams,PF,6-9,250,October 21 1983,2,Duke University
