
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
9,Matt Barnes,SF,6-7,226,March 9 1980,8,University of California Los Angeles
5,Steve Blake,PG,6-3,172,February 26 1980,8,University of Maryland
24,Kobe Bryant,SG,6-6,212,August 23 1978,15,
17,Andrew Bynum,C,7-0,285,October 27 1987,6,
3,Devin Ebanks,SG,6-9,215,October 28 1989,1,West Virginia University
88,Christian Eyenga,SF,6-5,210,June 22 1989,1,
2,Derek Fisher,PG,6-1,200,August 9 1974,15,University of Arkansas at Little Rock
16,Pau Gasol,PF,7-0,250,July 6 1980,10,
0,Andrew Goudelock,SG,6-3,200,December 7 1988,R,College of Charleston
27,Jordan Hill,C,6-10,235,July 27 1987,2,University of Arizona
28,Jason Kapono,SG,6-8,213,February 4 1981,8,University of California Los Angeles
6,Josh McRoberts,PF,6-10,240,February 28 1987,4,Duke University
1,Darius Morris,PG,6-4,190,January 3 1991,R,University of Michigan
14,Troy Murphy,PF,6-11,245,May 2 1980,10,University of Notre Dame
7,Ramon Sessions,PG,6-3,190,April 11 1986,4,University of Nevada Reno
4,Luke Walton,SF,6-8,235,March 28 1980,8,University of Arizona
15,Metta World Peace,SF,6-6,260,November 13 1979,12,St. John's University
