
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
3,Shareef Abdur-Rahim,PF,6-9,225,December 11 1976,9,University of California
10,Mike Bibby,PG,6-1,190,May 13 1978,7,University of Arizona
32,Francisco Garcia,SF,6-7,195,December 31 1981,R,University of Louisville
5,Jason Hart,PG,6-3,185,April 29 1978,4,Syracuse University
23,Kevin Martin,SG,6-7,199,February 1 1983,1,Western Carolina University
52,Brad Miller,C,6-11,244,April 12 1976,7,Purdue University
15,Sergei Monia,SF,6-8,220,April 15 1983,R,
20,Vitaly Potapenko,C,6-10,280,March 21 1975,9,Wright State University
7,Ronnie Price,PG,6-2,190,June 21 1983,R,Utah Valley State College
31,Jamal Sampson,PF,6-11,235,May 15 1983,3,University of California
54,Brian Skinner,PF,6-9,255,May 19 1976,7,Baylor University
16,Peja Stojakovic,SF,6-9,220,June 9 1977,7,
9,Kenny Thomas,PF,6-7,261,July 25 1977,6,University of New Mexico
42,Bonzi Wells,SG,6-5,210,September 28 1976,7,Ball State University
34,Corliss Williamson,SF,6-7,245,December 4 1973,10,University of Arkansas
93,Metta World Peace,SF,6-6,260,November 13 1979,6,St. John's University
